v8-version,8,4,371,23,-node.84,0
code-creation,Builtin,3,5714,0x1406ca0,3988,FlattenIntoArray
code-creation,Builtin,3,5723,0x1407c40,4012,FlatMapIntoArray
code-creation,Builtin,3,5734,0x1408c00,508,ArrayPrototypeFlat
code-creation,Builtin,3,5747,0x1408e00,556,ArrayPrototypeFlatMap
code-creation,Builtin,3,5761,0x1409040,12,ArrayBufferConstructor
code-creation,Builtin,3,5776,0x1409060,12,ArrayBufferConstructor_DoNotInitialize
code-creation,Builtin,3,5792,0x1409080,12,ArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,5804,0x14090a0,12,ArrayBufferIsView
code-creation,Builtin,3,5818,0x14090c0,12,ArrayBufferPrototypeSlice
code-creation,Builtin,3,5833,0x14090e0,724,AsyncFunctionEnter
code-creation,Builtin,3,5848,0x14093c0,161,AsyncFunctionReject
code-creation,Builtin,3,5858,0x1409480,153,AsyncFunctionResolve
code-creation,Builtin,3,5869,0x1409520,20,AsyncFunctionLazyDeoptContinuation
code-creation,Builtin,3,5884,0x1409540,2376,AsyncFunctionAwaitCaught
code-creation,Builtin,3,5898,0x1409ea0,2376,AsyncFunctionAwaitUncaught
code-creation,Builtin,3,5914,0x140a800,187,AsyncFunctionAwaitRejectClosure
code-creation,Builtin,3,5925,0x140a8c0,179,AsyncFunctionAwaitResolveClosure
code-creation,Builtin,3,5940,0x140a980,12,BigIntConstructor
code-creation,Builtin,3,5954,0x140a9a0,12,BigIntAsUintN
code-creation,Builtin,3,5968,0x140a9c0,12,BigIntAsIntN
code-creation,Builtin,3,5983,0x140a9e0,12,BigIntPrototypeToLocaleString
code-creation,Builtin,3,5995,0x140aa00,12,BigIntPrototypeToString
code-creation,Builtin,3,6009,0x140aa20,12,BigIntPrototypeValueOf
code-creation,Builtin,3,6023,0x140aa40,12,CallSitePrototypeGetColumnNumber
code-creation,Builtin,3,6039,0x140aa60,12,CallSitePrototypeGetEnclosingColumnNumber
code-creation,Builtin,3,6051,0x140aa80,12,CallSitePrototypeGetEnclosingLineNumber
code-creation,Builtin,3,6067,0x140aaa0,12,CallSitePrototypeGetEvalOrigin
code-creation,Builtin,3,6084,0x140aac0,12,CallSitePrototypeGetFileName
code-creation,Builtin,3,6095,0x140aae0,12,CallSitePrototypeGetFunction
code-creation,Builtin,3,6110,0x140ab00,12,CallSitePrototypeGetFunctionName
code-creation,Builtin,3,6132,0x140ab20,12,CallSitePrototypeGetLineNumber
code-creation,Builtin,3,6142,0x140ab40,12,CallSitePrototypeGetMethodName
code-creation,Builtin,3,6153,0x140ab60,12,CallSitePrototypeGetPosition
code-creation,Builtin,3,6168,0x140ab80,12,CallSitePrototypeGetPromiseIndex
code-creation,Builtin,3,6183,0x140aba0,12,CallSitePrototypeGetScriptNameOrSourceURL
code-creation,Builtin,3,6196,0x140abc0,12,CallSitePrototypeGetThis
code-creation,Builtin,3,6210,0x140abe0,12,CallSitePrototypeGetTypeName
code-creation,Builtin,3,6228,0x140ac00,12,CallSitePrototypeIsAsync
code-creation,Builtin,3,6249,0x140ac20,12,CallSitePrototypeIsConstructor
