v8-version,8,4,371,23,-node.84,0
code-creation,Eval,11,426197,0x18f70fd56e36,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/clone.js:1:1,0x18f70fd56bf0,~
code-creation,Eval,11,426217,0x18f70fd57036,180, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/clone.js:1:1,0x18f70fd56da0,~
tick,0x1420440,426541,0,0x0,0,0x3320c41e3d85,0x3320c41f9ae8,0x3320c41f9e15,0x3320c41e367f,0x3320c41ee386,0x3320c41eda00,0x3320c41f8293,0x3320c41f80c0,0x18f70fd57072,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd565d2,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d3f4,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,426685,0x18f70fd57e2e,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/regexp-clone/index.js:1:1,0x18f70fd57ca8,~
code-creation,Eval,11,426703,0x18f70fd58006,43, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/regexp-clone/index.js:1:1,0x18f70fd57d98,~
code-creation,Eval,11,427069,0x18f70fd58776,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/specialProperties.js:1:1,0x18f70fd58610,~
code-creation,Eval,11,427088,0x18f70fd58856,24, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/specialProperties.js:1:1,0x18f70fd586e0,~
code-creation,Eval,11,427357,0x18f70fd58c96,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/isMongooseObject.js:1:1,0x18f70fd58b30,~
code-creation,Eval,11,427376,0x18f70fd58db6,10, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/isMongooseObject.js:1:1,0x18f70fd58c00,~
tick,0x7fb690a24ad4,427587,1,0xa3ea60,6,0xc254f0,0x3320c41f205a,0x3320c41f183e,0x3320c41f1604,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd570a4,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd565d2,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d3f4,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,427671,0x18f70fd592e6,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/getFunctionName.js:1:1,0x18f70fd59180,~
code-creation,Eval,11,427689,0x18f70fd59406,10, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/getFunctionName.js:1:1,0x18f70fd59250,~
code-creation,Eval,11,427963,0x18f70fd59906,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/isBsonType.js:1:1,0x18f70fd59790,~
code-creation,Eval,11,427982,0x18f70fd599fe,32, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/isBsonType.js:1:1,0x18f70fd59870,~
code-creation,Eval,11,428295,0x18f70fd59fae,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/isObject.js:1:1,0x18f70fd59e48,~
code-creation,Eval,11,428313,0x18f70fd5a0ce,10, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/isObject.js:1:1,0x18f70fd59f18,~
tick,0xff8f65,428646,1,0xa2b6f0,2,0xc254f0,0x3320c41f66a1,0x3320c41f4e93,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd570cc,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd565d2,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d3f4,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,428680,0x18f70fd5a776,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/query/trusted.js:1:1,0x18f70fd5a600,~
code-creation,Eval,11,428698,0x18f70fd5a87e,39, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/query/trusted.js:1:1,0x18f70fd5a6e0,~
code-creation,Eval,11,429330,0x18f70fd5b47e,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/promiseOrCallback.js:1:1,0x18f70fd5b2e8,~
code-creation,Eval,11,429349,0x18f70fd5b5be,59, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/helpers/promiseOrCallback.js:1:1,0x18f70fd5b3e8,~
code-creation,Eval,11,429654,0x18f70fd5bc0e,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/promise_provider.js:1:1,0x18f70fd5ba78,~
code-creation,Eval,11,429673,0x18f70fd5be26,98, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mongoose/lib/promise_provider.js:1:1,0x18f70fd5bb78,~
tick,0xd51677,429710,1,0xa2b6f0,5,0xc254f0,0x3320c41f66a1,0x3320c41f4e93,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,430576,0x18f70fd5d426,5, assert.js:1:1,0x18f70fd5ce40,~
code-creation,Eval,11,430595,0x18f70fd5e626,961, assert.js:1:1,0x18f70fd5d390,~
tick,0xf68ed1,430770,1,0xa894d0,5,0xc254f0,0x12d110fb96a2,0x12d110fb948e,0x18f70fd5e81f,0x12d110fb96c8,0x24193fe4248f,0x3320c41efb7a,0x3320c41edab8,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5be38,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,431189,0x18f70fd61c8e,5, internal/assert/assertion_error.js:1:1,0x18f70fd61968,~
code-creation,Eval,11,431204,0x18f70fd62356,323, internal/assert/assertion_error.js:1:1,0x18f70fd61bf8,~
code-creation,Eval,11,431465,0x18f70fd63a1e,5, internal/assert/calltracker.js:1:1,0x18f70fd63790,~
code-creation,Eval,11,431480,0x18f70fd63e76,198, internal/assert/calltracker.js:1:1,0x18f70fd63988,~
code-creation,Eval,11,431488,0x18f70fd6400e,29,<instance_members_initializer> internal/assert/calltracker.js:25:3,0x18f70fd63bb8,~
tick,0x13dc3ec,431832,0,0x0,0,0x3320c41e35a9,0x3320c41ee386,0x3320c41eda00,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5be42,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
tick,0x10033d9,432918,1,0xa2b6f0,2,0xc254f0,0x3320c41f66a1,0x3320c41f4e93,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5be42,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,433686,0x18f70fd694a6,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/lib/mquery.js:1:1,0x18f70fd69280,~
code-creation,Eval,11,433706,0x18f70fd6c226,1624, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/lib/mquery.js:1:1,0x18f70fd69410,~
tick,0xd4a7a5,433987,0,0x0,0,0x10db6c0,0x57624709494,0x3320c41e3d85,0x3320c41f9ae8,0x3320c41f9e15,0x3320c41e367f,0x3320c41ee386,0x3320c41eda00,0x3320c41f8293,0x3320c41f80c0,0x18f70fd6c262,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5be42,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,434501,0x18f70fd74226,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/lib/utils.js:1:1,0x18f70fd74050,~
code-creation,Eval,11,434519,0x18f70fd74ace,334, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/lib/utils.js:1:1,0x18f70fd74190,~
tick,0xb30cc1,435022,0,0x0,0,0x7ffe0c2d90c0,0x57624709d3d,0x3320c41e3d85,0x3320c41f9ae8,0x3320c41f9e15,0x3320c41e367f,0x3320c41ee386,0x3320c41eda00,0x3320c41f8293,0x3320c41f80c0,0x18f70fd6c28a,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5be42,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,435224,0x18f70fd76d1e,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/node_modules/debug/src/index.js:1:1,0x18f70fd76bb8,~
code-creation,Eval,11,435242,0x18f70fd76de6,81, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/node_modules/debug/src/index.js:1:1,0x18f70fd76c88,~
code-creation,Eval,11,435700,0x18f70fd7751e,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/node_modules/debug/src/node.js:1:1,0x18f70fd77328,~
code-creation,Eval,11,435718,0x18f70fd77e1e,391, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/node_modules/debug/src/node.js:1:1,0x18f70fd77488,~
tick,0x7fb69093989d,436083,1,0xa3ba50,6,0xc254f0,0x3320c41e3b35,0x3320c41e35b8,0x3320c41ee386,0x3320c41eda00,0x3320c41f8293,0x3320c41f80c0,0x18f70fd77ee0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd76e2d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd6c28a,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5be42,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,Eval,11,436395,0x18f70fd7971e,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/supports-color/index.js:1:1,0x18f70fd79558,~
code-creation,Eval,11,436413,0x18f70fd79996,299, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/supports-color/index.js:1:1,0x18f70fd79688,~
code-creation,Eval,11,436816,0x18f70fd7a76e,5, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/has-flag/index.js:1:1,0x18f70fd7a608,~
code-creation,Eval,11,436834,0x18f70fd7a88e,10, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/has-flag/index.js:1:1,0x18f70fd7a6d8,~
code-creation,LazyCompile,11,436965,0x18f70fd7aa8e,118,module.exports /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/has-flag/index.js:2:18,0x18f70fd7a7a0,~
code-creation,LazyCompile,11,437087,0x18f70fd7b05e,108,getStdout internal/bootstrap/switches/is_main_thread.js:120:19,0x176e76c784b0,~
tick,0x13d7125,437151,0,0x0,0,0x25ac9f9f744a,0x18f70fd7b071,0x18f70fd79a98,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd77ee0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd76e2d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd6c28a,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5be42,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd5b5d0,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4d456,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd4a93d,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x18f70fd49c10,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x984b236869b,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fbad95,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb8aca,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x57919fb7252,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41f8293,0x3320c41f80c0,0x3320c41f7260,0x3320c41f5025,0x3320c41f1612,0x3320c41f09bd,0x3320c41edb23,0x3320c41e2eb4,0x176e76c7d903
code-creation,LazyCompile,11,437337,0x18f70fd7b246,20,_getMaxListeners events.js:282:26,0x23df667ebd60,~
code-creation,LazyCompile,11,437390,0x18f70fd7b33e,19,getSupportLevel /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/supports-color/index.js:122:25,0x18f70fd797f0,~
code-creation,LazyCompile,11,437564,0x18f70fd7b8d6,677,supportsColor /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/supports-color/index.js:35:23,0x18f70fd797a0,~
code-creation,LazyCompile,11,437651,0x18f70fd7bf6e,41,translateLevel /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/supports-color/index.js:22:24,0x18f70fd79750,~
code-creation,LazyCompile,11,437867,0x18f70fd7c0fe,18, /home/tomas/Documents/CODERHOUSE/Back-End/Entrega26/Login/node_modules/mquery/node_modules/debug/src/node.js:124:55,0x18f70fd777d0,~
code-creation,RegExp,4,438004,0x5762470c560,887,^debug_
